sample,roi,p_value,p_bonferroni,survives_bonferroni,d_adj,d_adj_ci_lo,d_adj_ci_hi
full_n69,L_MTG,0.005227917704483744,0.010455835408967488,True,-0.9025989957225511,-1.5938399365328588,-0.37707735736315906
full_n69,L_STS,0.008963874626937556,0.01792774925387511,True,-0.8412949136112198,-1.4563648256655655,-0.3789192196600537
motion_clean_n65,L_MTG,0.008339489437578246,0.016678978875156493,True,-0.8698646526336454,-1.6001987814018992,-0.3842513778133167
motion_clean_n65,L_STS,0.012755327748067213,0.025510655496134425,True,-0.8184916229095688,-1.4619930768612635,-0.31473333887137317
