roi,comparison,group1,group2,mean_diff,t_stat,q_stat,df,p_value,cohens_d
R_STG_posterior,AVH-_vs_HC,AVH-,HC,-0.0004657558371596454,-0.00805406544025532,0.011390168577849505,44.531790637714884,0.9999642370870406,-0.0023317181853652886
R_STG_anterior,AVH+_vs_AVH-,AVH+,AVH-,0.04118601958793791,0.8460293378510907,1.1964661637545417,42.301782016962036,0.6767932873968429,0.24948044107439432
R_STG_anterior,AVH+_vs_HC,AVH+,HC,0.02623222540517378,0.7231853668280989,1.0227385538780593,37.262731475176004,0.7514041864066094,0.2107073478266946
R_STG_anterior,AVH-_vs_HC,AVH-,HC,-0.014953794182764126,-0.35339006761845215,0.4997690264339602,32.84702841051271,0.9336165719360132,-0.10328963758569644
R_MTG,AVH+_vs_AVH-,AVH+,AVH-,-0.051707229195424656,-1.0508987988328007,1.4861953339909417,37.014580648563495,0.5500774316279695,-0.30989314924147976
R_MTG,AVH+_vs_HC,AVH+,HC,-0.03439153021455878,-0.8780962489408216,1.2418156243210514,45.81244591791772,0.6567068341522397,-0.25291926834779427
R_MTG,AVH-_vs_HC,AVH-,HC,0.01731569898086588,0.3405282798931441,0.48157971179646575,40.01162052909529,0.9381798852208441,0.09901216502249227
R_IFG,AVH+_vs_AVH-,AVH+,AVH-,0.007411434740833146,0.16481226173479005,0.23307973579072438,38.21514653987792,0.9851424556898847,0.048600484536980695
R_IFG,AVH+_vs_HC,AVH+,HC,-0.020967664624187463,-0.6342132340814354,0.8969129570744684,44.649356118993616,0.8021394328866568,-0.18358054690495496
R_IFG,AVH-_vs_HC,AVH-,HC,-0.02837909936502061,-0.654549115236957,0.9256722360074146,35.66580747432077,0.7910145314706662,-0.1909284390879835
L_Heschl,AVH+_vs_AVH-,AVH+,AVH-,0.0002746190167153689,0.005676251732381829,0.00802743218337816,42.01501144131378,0.9999822364412108,0.0016738353181000008
L_Heschl,AVH+_vs_HC,AVH+,HC,0.02863834193705217,0.5426140597672213,0.7673721624571296,42.22118320667548,0.8507788227037425,0.15553376493789497
L_Heschl,AVH-_vs_HC,AVH-,HC,0.0283637229203368,0.49417381409484723,0.6988673100625735,45.61673543484301,0.8744400748951955,0.14225600129930974
R_Heschl,AVH+_vs_AVH-,AVH+,AVH-,-0.03621145139986315,-0.7338205062986989,1.0377789123551113,40.9464515020431,0.7449690149505082,-0.21639186183051434
R_Heschl,AVH+_vs_HC,AVH+,HC,-0.05564258066189956,-1.358255996098526,1.9208640508571133,45.55965138686448,0.37106871427774146,-0.39254265950001277
R_Heschl,AVH-_vs_HC,AVH-,HC,-0.019431129262036412,-0.40141427605025465,0.5676855133204476,40.544446355618966,0.9152005789673446,-0.11666603361699425
