roi,comparison,group1,group2,mean_diff,t_stat,q_stat,df,p_value,cohens_d
L_STG_posterior,AVH+_vs_AVH-,AVH+,AVH-,0.003616691531573013,0.07556781467787092,0.1068690283963417,41.74071247541076,0.9968568665771206,0.02228373283691207
L_STG_posterior,AVH+_vs_HC,AVH+,HC,-0.06548202053384608,-1.074391000899019,1.5194183247629969,44.288045181559,0.5347668990847356,-0.3086113809734013
L_STG_posterior,AVH-_vs_HC,AVH-,HC,-0.0690987120654191,-1.2250020613642212,1.7324145291162802,39.53244818374655,0.4457464922019494,-0.35037567669511793
L_STG_anterior,AVH+_vs_AVH-,AVH+,AVH-,0.0238083615700481,0.49382420660219495,0.6983728904049574,43.78874415853736,0.8746198939863331,0.14562081403613536
L_STG_anterior,AVH+_vs_HC,AVH+,HC,0.03267267400202173,0.7043855712160915,0.9961516279537163,45.89054218263978,0.7621295715892945,0.20336111458457776
L_STG_anterior,AVH-_vs_HC,AVH-,HC,0.008864312431973633,0.1843141384450228,0.2606595543260636,45.36475271210162,0.9814536881091395,0.05328995537978819
L_MTG,AVH+_vs_AVH-,AVH+,AVH-,0.0249895218855051,0.41425375608085674,0.5858432801135436,43.935198522283116,0.909943470544187,0.12215676828215026
L_MTG,AVH+_vs_HC,AVH+,HC,-0.005255710470554481,-0.10147830196187914,0.14351199092108174,38.1775806948922,0.9943395551827455,-0.029546952334333364
L_MTG,AVH-_vs_HC,AVH-,HC,-0.03024523235605958,-0.5998157055880671,0.8482675057670319,39.0988647016454,0.8210244925851126,-0.174525304363477
L_IFG_triangularis,AVH+_vs_AVH-,AVH+,AVH-,0.011406690588762269,0.28441015869604086,0.40221670370462526,33.882623013048,0.9564470003478759,0.08386798029693798
L_IFG_triangularis,AVH+_vs_HC,AVH+,HC,-0.024305474699839312,-0.7890372013974132,1.115867111433133,44.432261458020236,0.7116510071379515,-0.22668644425599047
L_IFG_triangularis,AVH-_vs_HC,AVH-,HC,-0.03571216528860158,-0.835305369506511,1.1813001822791775,39.52503618960002,0.6835760326951027,-0.2429655301434787
L_IFG_opercularis,AVH+_vs_AVH-,AVH+,AVH-,-0.03499626342875316,-1.0496940720700996,1.484491593064176,43.62367372414731,0.5500202579411047,-0.30953789470043014
L_IFG_opercularis,AVH+_vs_HC,AVH+,HC,-0.021675855351814433,-0.8511804591357475,1.2037509493367322,33.85812374943619,0.6742255763665095,-0.24860487349428953
L_IFG_opercularis,AVH-_vs_HC,AVH-,HC,0.013320408076938725,0.48583036323703954,0.6870678887024685,32.041182137863835,0.8785016522946943,0.14208219831289134
L_STS,AVH+_vs_AVH-,AVH+,AVH-,0.03356953355200262,0.6473770179463992,0.9155293587484484,43.51069524783136,0.7948248730814009,0.1909010677914821
L_STS,AVH+_vs_HC,AVH+,HC,-0.0493746852543934,-1.0320496106053119,1.4595385563599037,41.15280468400857,0.5611765934815458,-0.2998029235504946
L_STS,AVH-_vs_HC,AVH-,HC,-0.08294421880639602,-1.8529980840599705,2.620535021528971,43.42723767150341,0.16473941272137016,-0.5371538169840248
R_STG_posterior,AVH+_vs_AVH-,AVH+,AVH-,-0.010333160731091084,-0.1687851314753707,0.23869822205939523,40.084281699070495,0.9844232449347693,-0.04977201990918031
R_STG_posterior,AVH+_vs_HC,AVH+,HC,-0.019995324661914712,-0.30435259272009507,0.4304195643681734,44.503038689908294,0.9502777492218814,-0.08811595167345522
R_STG_posterior,AVH-_vs_HC,AVH-,HC,-0.009662163930823628,-0.17229754622606383,0.24366552663650476,45.148393068312345,0.9837731040146667,-0.04955183662613582
R_STG_anterior,AVH+_vs_AVH-,AVH+,AVH-,0.08485352858779546,1.977291283649679,2.7963121500994825,43.9152586793218,0.12983711170157342,0.5830713894986724
R_STG_anterior,AVH+_vs_HC,AVH+,HC,-0.00589863162103069,-0.1457724221816978,0.20615333646933365,43.91641989200442,0.9883564722520267,-0.042234368868346646
R_STG_anterior,AVH-_vs_HC,AVH-,HC,-0.09075216020882615,-2.300295934824323,3.253109708500255,44.63535178461289,0.06608713191440685,-0.6658608707708741
R_MTG,AVH+_vs_AVH-,AVH+,AVH-,-0.03809517520715666,-0.8791481597422219,1.2433032508427986,43.520476617408704,0.6561858909842182,-0.2592466488447424
R_MTG,AVH+_vs_HC,AVH+,HC,-0.019417626832490376,-0.469150737133943,0.6634793352521571,43.194166725852526,0.8860774209901436,-0.136031874226274
R_MTG,AVH-_vs_HC,AVH-,HC,0.018677548374666286,0.47970919192758915,0.6784112452190346,44.958392403365444,0.881216369980167,0.13879446226739098
R_IFG,AVH+_vs_AVH-,AVH+,AVH-,0.0045333348833431625,0.1075467505362647,0.15209407319754148,43.20088535453294,0.9936445485591135,0.0317138065543392
R_IFG,AVH+_vs_HC,AVH+,HC,-0.01570915736179119,-0.45436053792591935,0.6425628349419702,41.53106899636071,0.8927433543878168,-0.13194626630446135
R_IFG,AVH-_vs_HC,AVH-,HC,-0.02024249224513435,-0.5339869048548785,0.7551715229754008,38.296284528875454,0.8551592930017152,-0.1554647738754055
L_Heschl,AVH+_vs_AVH-,AVH+,AVH-,-0.03490037908372673,-0.6647947994573824,0.9401618215877321,41.18680730886175,0.7850569215249809,-0.19603729134719802
L_Heschl,AVH+_vs_HC,AVH+,HC,-0.015580432704224698,-0.28871096654763834,0.4082989644975151,43.54615483146483,0.9551387806175251,-0.08368201761436406
L_Heschl,AVH-_vs_HC,AVH-,HC,0.01931994637950203,0.41265470365695445,0.5835818784887155,45.96441268005722,0.9105956681113705,0.11894665458965605
R_Heschl,AVH+_vs_AVH-,AVH+,AVH-,-0.061340530739622846,-1.2485446565023686,1.765708786454107,40.524004211981264,0.43212507374780507,-0.3681757330029066
R_Heschl,AVH+_vs_HC,AVH+,HC,-0.05190885198468007,-1.1172537182864075,1.580035361012407,37.10563687847479,0.509669372061242,-0.32556018342052323
R_Heschl,AVH-_vs_HC,AVH-,HC,0.009431678754942774,0.24754167417966114,0.3500767928774186,43.887445532289824,0.9668101042914721,0.07172216062700754
