roi,comparison,group1,group2,mean_diff,t_stat,q_stat,df,p_value,cohens_d
L_STG_posterior,AVH+_vs_AVH-,AVH+,AVH-,-0.03961140118519087,-1.1764033715742268,1.6636856029017073,41.66736703148137,0.4736809885171537,-0.34690242866424065
L_STG_posterior,AVH+_vs_HC,AVH+,HC,0.003484159730698752,0.08776671513471489,0.12412087886844979,39.443840091418004,0.9957626483767671,0.025101427263993552
L_STG_posterior,AVH-_vs_HC,AVH-,HC,0.04309556091588962,1.0035294605949845,1.4192049734143837,44.290518130205214,0.5785550188429094,0.2882577702603412
L_STG_anterior,AVH+_vs_AVH-,AVH+,AVH-,-0.02814752271294777,-0.836573623847008,1.1830937647680468,43.301096110170334,0.6825758583600467,-0.2466921031351879
L_STG_anterior,AVH+_vs_HC,AVH+,HC,0.049596623667741424,1.3135318694979663,1.8576145844533105,45.8258448662863,0.3950409113781491,0.3783567094275725
L_STG_anterior,AVH-_vs_HC,AVH-,HC,0.0777441463806892,2.171438599437498,3.0708779171849487,44.46575409183075,0.08733064082617636,0.6238703021593507
L_MTG,AVH+_vs_AVH-,AVH+,AVH-,-0.11057542143556318,-2.8117443226264025,3.97640695498381,43.32107815434357,0.019776328315397107,-0.8291381662709261
L_MTG,AVH+_vs_HC,AVH+,HC,-0.06672231658115566,-1.6204880600836447,2.2917161922339573,44.87100630703329,0.24762876928387934,-0.4658387943530762
L_MTG,AVH-_vs_HC,AVH-,HC,0.043853104854407514,1.0090043077335562,1.4269475764896713,45.942722337989224,0.5750090353324531,0.29079773217668337
L_IFG_triangularis,AVH+_vs_AVH-,AVH+,AVH-,0.01812737719720608,0.42864058508359826,0.6061893288087633,27.117590964387418,0.9040422763737277,0.1263992127042107
L_IFG_triangularis,AVH+_vs_HC,AVH+,HC,0.006812384157426635,0.30827595134009195,0.4359680313386264,44.49315962869829,0.9490227665244432,0.08857309801959408
L_IFG_triangularis,AVH-_vs_HC,AVH-,HC,-0.011314993039779446,-0.25961843616868907,0.3671559134718538,30.0475138011235,0.9635710728925805,-0.07603750506494818
L_IFG_opercularis,AVH+_vs_AVH-,AVH+,AVH-,-0.017204519154746897,-0.522031638715678,0.7382642234595637,35.97779178584137,0.8611099834323648,-0.15393873197397218
L_IFG_opercularis,AVH+_vs_HC,AVH+,HC,0.03254069407798511,0.9599418050944079,1.357562719853422,38.66848914283089,0.6062231829503643,0.2793997877857671
L_IFG_opercularis,AVH-_vs_HC,AVH-,HC,0.04974521323273201,1.9721702240735925,2.789069878193261,45.8585655822177,0.13064164377121523,0.5681463717763167
L_STS,AVH+_vs_AVH-,AVH+,AVH-,-0.08616329903370172,-2.9089071350178326,4.113815922026083,43.276846666024056,0.01543552860934605,-0.8577899165199334
L_STS,AVH+_vs_HC,AVH+,HC,-0.022813880556546456,-0.6478796875685178,0.9162402409454414,41.21503435567386,0.794597016619235,-0.18554869036500082
L_STS,AVH-_vs_HC,AVH-,HC,0.06334941847715526,1.7219978323263887,2.43527268885305,43.79003582588482,0.2085124718425505,0.49434638772145867
R_STG_posterior,AVH+_vs_AVH-,AVH+,AVH-,-0.0025110434092905087,-0.06249823878907392,0.08838585691994058,43.78815758842026,0.9978489342281482,-0.018429725166593858
R_STG_posterior,AVH+_vs_HC,AVH+,HC,0.012525178078278576,0.3237556335994204,0.45785960793099484,44.27758478550514,0.9439326611618295,0.0937606522067354
R_STG_posterior,AVH-_vs_HC,AVH-,HC,0.015036221487569085,0.4041155804583287,0.5715057346504442,45.252558343013966,0.9140898552581131,0.11686505443811514
R_STG_anterior,AVH+_vs_AVH-,AVH+,AVH-,-0.05139977603178958,-1.3599329754814296,1.9232356578442356,41.33092072473169,0.37099103335158634,-0.40102235628906346
R_STG_anterior,AVH+_vs_HC,AVH+,HC,0.023113470805768404,0.6920532101098577,0.9787110356211979,45.999921946793776,0.7692978347199276,0.19959243870692045
R_STG_anterior,AVH-_vs_HC,AVH-,HC,0.07451324683755799,1.9378794068319292,2.7405753393852432,43.181697359065225,0.14037368776937142,0.5619019272399274
R_MTG,AVH+_vs_AVH-,AVH+,AVH-,-0.06293893901493086,-1.6336226479334586,2.310291304507345,36.7790440777408,0.24458344415016398,-0.48172903766050396
R_MTG,AVH+_vs_HC,AVH+,HC,-0.0324692088667008,-0.7476621829535004,1.0573539992063146,44.56510532753544,0.7365980440536374,-0.21644465953904835
R_MTG,AVH-_vs_HC,AVH-,HC,0.03046973014823006,0.8694099591460995,1.2295313554866525,42.57188938220123,0.6622949108958328,0.24928463634374912
R_IFG,AVH+_vs_AVH-,AVH+,AVH-,-0.04504538928921705,-1.4958160017646895,2.1154032765103215,43.967678150603206,0.3027338234390299,-0.4410920746959658
R_IFG,AVH+_vs_HC,AVH+,HC,-0.02434245337934598,-0.7713822700022392,1.0908992680113114,45.77171423062922,0.7223009803927625,-0.22215174009536667
R_IFG,AVH-_vs_HC,AVH-,HC,0.02070293590987107,0.64809819399042,0.9165492556907612,45.91210903700996,0.7943699008181149,0.18675091584338535
L_Heschl,AVH+_vs_AVH-,AVH+,AVH-,0.032898274424951524,0.8223208455957597,1.1629372924636352,43.28201246520458,0.691351935318545,0.24248918812317585
L_Heschl,AVH+_vs_HC,AVH+,HC,0.04731239368703783,1.2387268157573468,1.7518242629192782,45.999978467605295,0.4368408810692992,0.3572610878139467
