roi1,roi2,diff,t_stat,p_value,p_fdr
L_STS,R_IFG,0.10732154548168182,2.2586543560028076,0.028913075104355812,0.8601286299526691
L_STG_posterior,L_MTG,-0.17847612500190735,-2.1254570484161377,0.03919930011034012,0.8601286299526691
