roi,comparison,t_stat,p_value,cohens_d
L_STG_posterior,AVH+_vs_AVH-,-0.6624937154535987,0.5111103469638625,-0.19535873869360876
L_STG_posterior,AVH+_vs_HC,0.21553093435161091,0.8303062178077623,0.06227250095589985
L_STG_posterior,AVH-_vs_HC,0.6406402105044606,0.5249352298106312,0.18509764383030305
L_STG_anterior,AVH+_vs_AVH-,0.9982198171797869,0.3236310434757307,0.29435896503514314
L_STG_anterior,AVH+_vs_HC,1.4890318693417912,0.14330353534341717,0.4302200924702619
L_STG_anterior,AVH-_vs_HC,0.6508344660785137,0.5183913174917161,0.18804302979955917
L_MTG,AVH+_vs_AVH-,1.2456702369376065,0.21947804312850236,0.3673281129160298
L_MTG,AVH+_vs_HC,1.0477220759933787,0.300240683563824,0.3027141981966144
L_MTG,AVH-_vs_HC,-0.2559290712269751,0.7991466460308482,-0.07394457496585918
L_IFG_triangularis,AVH+_vs_AVH-,-0.14682541376403405,0.8839405146735366,-0.04329645243724267
L_IFG_triangularis,AVH+_vs_HC,0.34297116590917825,0.7331826104624768,0.09909330334031353
L_IFG_triangularis,AVH-_vs_HC,0.5524973807876987,0.5832824823960754,0.1596308844330724
L_IFG_opercularis,AVH+_vs_AVH-,-1.299491086365594,0.20054307713254735,-0.38319901555919106
L_IFG_opercularis,AVH+_vs_HC,-0.06667483049723884,0.9471295256415213,-0.01926409523702198
L_IFG_opercularis,AVH-_vs_HC,1.3886627852085134,0.171622999304888,0.4012208497098892
L_STS,AVH+_vs_AVH-,1.0076838244685657,0.3191159397361008,0.2971497485305866
L_STS,AVH+_vs_HC,0.04016845771357356,0.9681326614370771,0.01160571371757168
L_STS,AVH-_vs_HC,-1.0378284446886505,0.3047747567529829,-0.29985567040924854
R_STG_posterior,AVH+_vs_AVH-,-0.32981053230447194,0.7431082113827906,-0.09725582008691847
R_STG_posterior,AVH+_vs_HC,0.9021050717388457,0.37170052123316955,0.2606416527222719
R_STG_posterior,AVH-_vs_HC,1.5521554733158507,0.12747871142996048,0.44845814586449895
R_STG_anterior,AVH+_vs_AVH-,-0.8728856032485495,0.3874642923124182,-0.2573999216848271
R_STG_anterior,AVH+_vs_HC,0.7917847629743717,0.4325503491509851,0.22876724196235992
R_STG_anterior,AVH-_vs_HC,1.650295593989896,0.10569511331250281,0.4768133830227837
R_MTG,AVH+_vs_AVH-,0.20768969115789482,0.836429581277135,0.061244348675052906
R_MTG,AVH+_vs_HC,0.48524171025416907,0.6298079814015456,0.14019896938018986
R_MTG,AVH-_vs_HC,0.3061358136213178,0.7608825504471581,0.08845061059898014
R_IFG,AVH+_vs_AVH-,-0.5459781869647018,0.5878386745092757,-0.16100018380795958
R_IFG,AVH+_vs_HC,-1.0660647533462608,0.29195795833133764,-0.3080138754630234
R_IFG,AVH-_vs_HC,-0.5085493449565064,0.6134986200189732,-0.14693315214911556
L_Heschl,AVH+_vs_AVH-,-1.0168275396649171,0.3147943312059703,-0.2998460830407333
L_Heschl,AVH+_vs_HC,0.8708448913234919,0.3883610452363826,0.2516097723536701
L_Heschl,AVH-_vs_HC,1.8400215493549812,0.07222241918003466,0.5316301533967157
R_Heschl,AVH+_vs_AVH-,-1.1824982946943636,0.24335881506188303,-0.34869972343913397
R_Heschl,AVH+_vs_HC,0.6635854475669657,0.5102678993455447,0.19172712048156274
R_Heschl,AVH-_vs_HC,1.8898108432264942,0.0650945131741477,0.54601557727814
