roi,comparison,cohens_d,d_ci_lower,d_ci_upper,hedges_g,interpretation
L_STG_posterior,HC_vs_AVH-,-0.28652740602603943,-0.8757745566977987,0.24369988214904245,-0.2818302354354486,small
L_STG_posterior,HC_vs_AVH+,-0.024841743712251754,-0.5447703335044359,0.631664748444295,-0.024434502012050906,negligible
L_STG_posterior,AVH-_vs_AVH+,0.3469024286642408,-0.23737969520123997,0.9882142792672808,0.34095552988713956,small
L_STG_anterior,HC_vs_AVH-,-0.6202648734384762,-1.1771074519861184,-0.0969911800901839,-0.6100965968247307,medium
L_STG_anterior,HC_vs_AVH+,-0.37716075778447083,-0.9318184659030919,0.134335287060354,-0.37097779454210245,small
L_STG_anterior,AVH-_vs_AVH+,0.24669210313518802,-0.27280056682265885,0.9420001414141997,0.24246309565287053,small
L_MTG,HC_vs_AVH-,-0.29004191821043795,-0.8184612014235548,0.25430229625231726,-0.28528713266600453,small
L_MTG,HC_vs_AVH+,0.4634113968333361,-0.105362309841248,1.0598919828927458,0.4558144886885273,small
L_MTG,AVH-_vs_AVH+,0.829138166270926,0.313948640074706,1.4230231139906666,0.814924369134853,large
L_IFG_triangularis,HC_vs_AVH-,0.07715541982935628,-0.5484864458030718,0.5494948634373013,0.07589057688133405,negligible
L_IFG_triangularis,HC_vs_AVH+,-0.08806441367409636,-0.7143877329616592,0.458546467971138,-0.08662073476140625,negligible
L_IFG_triangularis,AVH-_vs_AVH+,-0.12639921270421076,-0.5859034542188591,0.5914620878268103,-0.12423236905785286,negligible
L_IFG_opercularis,HC_vs_AVH-,-0.5664244727171813,-1.147112756150075,0.018732376953132734,-0.5571388256234571,medium
L_IFG_opercularis,HC_vs_AVH+,-0.28158551238289226,-0.7819379862483798,0.3317591102017051,-0.2769693564421891,small
L_IFG_opercularis,AVH-_vs_AVH+,0.15393873197397182,-0.38845087068019524,1.0167043932335724,0.15129978228298943,negligible
L_STS,HC_vs_AVH-,-0.49108863549323295,-1.0765574347276228,0.02815775112230689,-0.48303800212449144,small
L_STS,HC_vs_AVH+,0.1838819040219681,-0.3822775177247911,0.750385341191001,0.180867446578985,negligible
L_STS,AVH-_vs_AVH+,0.8577899165199337,0.36368810881839825,1.3922267340611683,0.8430849465224491,large
R_STG_posterior,HC_vs_AVH-,-0.11697548577500595,-0.6573059413276718,0.48647040334128705,-0.11505785486066158,negligible
R_STG_posterior,HC_vs_AVH+,-0.09399105124301761,-0.6100465795627175,0.4999060585984876,-0.09245021433739437,negligible
R_STG_posterior,AVH-_vs_AVH+,0.01842972516659401,-0.5932580871761984,0.644783641629833,0.01811378702088097,negligible
R_STG_anterior,HC_vs_AVH-,-0.5640098672125142,-1.1652940142681425,-0.012422338106843676,-0.5547638038155878,medium
R_STG_anterior,HC_vs_AVH+,-0.199219099749027,-0.7764727860599484,0.38252002945309815,-0.1959532128678954,negligible
R_STG_anterior,AVH-_vs_AVH+,0.40102235628906346,-0.17829925041324562,1.0399799708119166,0.3941476873241081,small
R_MTG,HC_vs_AVH-,-0.24733677972221124,-0.8038117201296116,0.3448010982323793,-0.24328207841528973,small
R_MTG,HC_vs_AVH+,0.21689143597924931,-0.3847193277610228,0.7936060079936552,0.21333583866811406,small
R_MTG,AVH-_vs_AVH+,0.48172903766050396,-0.08634629443968034,1.0371697498143644,0.4734708255863239,small
R_IFG,HC_vs_AVH-,-0.186231849167461,-0.7578275480076822,0.4055193371510816,-0.1831788680335682,negligible
R_IFG,HC_vs_AVH+,0.22140711985095154,-0.3234399646186428,0.8450213954607829,0.21777749493536216,small
R_IFG,AVH-_vs_AVH+,0.441092074695966,-0.11558328292515119,1.0170364742996927,0.4335304962726066,small
L_Heschl,HC_vs_AVH-,-0.10225395178984398,-0.6905921374682594,0.4614199209918414,-0.10057765749820718,negligible
L_Heschl,HC_vs_AVH+,-0.3565975745653063,-0.9536365023181248,0.20783862163210054,-0.35075171268718647,small
L_Heschl,AVH-_vs_AVH+,-0.24248918812317585,-0.8526754508232689,0.29552383412858696,-0.23833223061249284,small
R_Heschl,HC_vs_AVH-,0.0883895255664333,-0.5037620572896466,0.7116148775103646,0.08694051695059013,negligible
R_Heschl,HC_vs_AVH+,0.07707694380696566,-0.4783787279281435,0.7506617308879137,0.07581338735111376,negligible
R_Heschl,AVH-_vs_AVH+,-0.01461582110810923,-0.628169099439589,0.5193409938635365,-0.014365264174827357,negligible
