contrast,roi,comparison,cohens_d,d_ci_lower,d_ci_upper,interpretation
words_vs_sentences,L_IFG_triangularis,HC_vs_AVH+,-0.08806441367409636,-0.7143877329616592,0.458546467971138,negligible
words_vs_sentences,L_IFG_triangularis,AVH-_vs_AVH+,-0.12639921270421076,-0.5859034542188591,0.5914620878268103,negligible
words_vs_sentences,L_IFG_opercularis,HC_vs_AVH-,-0.5664244727171813,-1.147112756150075,0.018732376953132734,medium
words_vs_sentences,L_IFG_opercularis,HC_vs_AVH+,-0.28158551238289226,-0.7819379862483798,0.3317591102017051,small
words_vs_sentences,L_IFG_opercularis,AVH-_vs_AVH+,0.15393873197397182,-0.38845087068019524,1.0167043932335724,negligible
words_vs_sentences,L_STS,HC_vs_AVH-,-0.49108863549323295,-1.0765574347276228,0.02815775112230689,small
words_vs_sentences,L_STS,HC_vs_AVH+,0.1838819040219681,-0.3822775177247911,0.750385341191001,negligible
words_vs_sentences,L_STS,AVH-_vs_AVH+,0.8577899165199337,0.36368810881839825,1.3922267340611683,large
words_vs_sentences,R_STG_posterior,HC_vs_AVH-,-0.11697548577500595,-0.6573059413276718,0.48647040334128705,negligible
words_vs_sentences,R_STG_posterior,HC_vs_AVH+,-0.09399105124301761,-0.6100465795627175,0.4999060585984876,negligible
words_vs_sentences,R_STG_posterior,AVH-_vs_AVH+,0.01842972516659401,-0.5932580871761984,0.644783641629833,negligible
words_vs_sentences,R_STG_anterior,HC_vs_AVH-,-0.5640098672125142,-1.1652940142681425,-0.012422338106843676,medium
words_vs_sentences,R_STG_anterior,HC_vs_AVH+,-0.199219099749027,-0.7764727860599484,0.38252002945309815,negligible
words_vs_sentences,R_STG_anterior,AVH-_vs_AVH+,0.40102235628906346,-0.17829925041324562,1.0399799708119166,small
words_vs_sentences,R_MTG,HC_vs_AVH-,-0.24733677972221124,-0.8038117201296116,0.3448010982323793,small
words_vs_sentences,R_MTG,HC_vs_AVH+,0.21689143597924931,-0.3847193277610228,0.7936060079936552,small
words_vs_sentences,R_MTG,AVH-_vs_AVH+,0.48172903766050396,-0.08634629443968034,1.0371697498143644,small
words_vs_sentences,R_IFG,HC_vs_AVH-,-0.186231849167461,-0.7578275480076822,0.4055193371510816,negligible
words_vs_sentences,R_IFG,HC_vs_AVH+,0.22140711985095154,-0.3234399646186428,0.8450213954607829,small
words_vs_sentences,R_IFG,AVH-_vs_AVH+,0.441092074695966,-0.11558328292515119,1.0170364742996927,small
words_vs_sentences,L_Heschl,HC_vs_AVH-,-0.10225395178984398,-0.6905921374682594,0.4614199209918414,negligible
words_vs_sentences,L_Heschl,HC_vs_AVH+,-0.3565975745653063,-0.9536365023181248,0.20783862163210054,small
words_vs_sentences,L_Heschl,AVH-_vs_AVH+,-0.24248918812317585,-0.8526754508232689,0.29552383412858696,small
words_vs_sentences,R_Heschl,HC_vs_AVH-,0.0883895255664333,-0.5037620572896466,0.7116148775103646,negligible
words_vs_sentences,R_Heschl,HC_vs_AVH+,0.07707694380696566,-0.4783787279281435,0.7506617308879137,negligible
words_vs_sentences,R_Heschl,AVH-_vs_AVH+,-0.01461582110810923,-0.628169099439589,0.5193409938635365,negligible
